"id","sale_date","sale_time","gender","age","category","quantity","price_per_unit","total_sale","year","month","timeofday","name_day"
1044,"2022-02-20","09:08:00","Female",22,"Clothing",1,"25.00","25.00",2022,"February","Morning","Sunday"
1045,"2022-02-26","17:28:00","Female",55,"Electronics",1,"30.00","30.00",2022,"February","Evening","Saturday"
1046,"2023-07-21","21:47:00","Female",20,"Electronics",4,"300.00","1200.00",2023,"July","Night","Friday"
1047,"2022-12-04","21:53:00","Female",40,"Beauty",3,"500.00","1500.00",2022,"December","Night","Sunday"
1048,"2023-07-12","19:14:00","Male",54,"Electronics",3,"300.00","900.00",2023,"July","Evening","Wednesday"
1049,"2022-05-16","06:36:00","Female",54,"Electronics",2,"500.00","1000.00",2022,"May","Morning","Monday"
1050,"2022-12-10","20:15:00","Female",27,"Beauty",3,"25.00","75.00",2022,"December","Evening","Saturday"
1051,"2023-09-13","17:47:00","Male",27,"Beauty",3,"25.00","75.00",2023,"September","Evening","Wednesday"
1052,"2022-02-12","06:12:00","Female",36,"Beauty",1,"300.00","300.00",2022,"February","Morning","Saturday"
1053,"2023-02-10","21:13:00","Male",34,"Electronics",2,"50.00","100.00",2023,"February","Night","Friday"
1054,"2022-01-10","09:24:00","Female",38,"Electronics",3,"500.00","1500.00",2022,"January","Morning","Monday"
1055,"2022-10-23","21:35:00","Male",31,"Beauty",4,"30.00","120.00",2022,"October","Night","Sunday"
1056,"2022-04-17","19:46:00","Female",26,"Clothing",3,"300.00","900.00",2022,"April","Evening","Sunday"
1057,"2023-09-19","22:31:00","Female",63,"Beauty",1,"30.00","30.00",2023,"September","Night","Tuesday"
1058,"2022-10-30","18:31:00","Male",18,"Clothing",4,"300.00","1200.00",2022,"October","Evening","Sunday"
1059,"2022-07-12","22:05:00","Male",62,"Clothing",1,"50.00","50.00",2022,"July","Night","Tuesday"
1060,"2022-11-12","18:29:00","Male",30,"Beauty",3,"50.00","150.00",2022,"November","Evening","Saturday"
1061,"2023-09-18","07:56:00","Male",21,"Beauty",4,"50.00","200.00",2023,"September","Morning","Monday"
1062,"2022-12-20","16:05:00","Male",18,"Beauty",2,"50.00","100.00",2022,"December","Afternoon","Tuesday"
1063,"2022-08-04","10:26:00","Male",57,"Electronics",2,"25.00","50.00",2022,"August","Morning","Thursday"
1064,"2022-04-14","10:38:00","Male",49,"Clothing",4,"25.00","100.00",2022,"April","Morning","Thursday"
1065,"2023-10-24","15:16:00","Male",51,"Electronics",4,"500.00","2000.00",2023,"October","Afternoon","Tuesday"
1066,"2023-10-06","18:11:00","Female",45,"Electronics",1,"30.00","30.00",2023,"October","Evening","Friday"
1067,"2023-10-03","17:01:00","Female",48,"Beauty",4,"300.00","1200.00",2023,"October","Evening","Tuesday"
1068,"2022-09-14","10:11:00","Male",25,"Electronics",1,"300.00","300.00",2022,"September","Morning","Wednesday"
1069,"2023-10-13","19:05:00","Female",56,"Beauty",3,"25.00","75.00",2023,"October","Evening","Friday"
1070,"2022-07-14","11:12:00","Female",43,"Clothing",1,"300.00","300.00",2022,"July","Morning","Thursday"
1071,"2023-09-21","17:38:00","Female",51,"Beauty",4,"25.00","100.00",2023,"September","Evening","Thursday"
1072,"2023-02-24","18:10:00","Female",20,"Electronics",4,"500.00","2000.00",2023,"February","Evening","Friday"
1073,"2022-02-21","18:16:00","Male",29,"Electronics",3,"30.00","90.00",2022,"February","Evening","Monday"
1074,"2022-10-04","20:18:00","Female",18,"Beauty",4,"500.00","2000.00",2022,"October","Evening","Tuesday"
1075,"2022-09-14","19:17:00","Male",61,"Beauty",4,"50.00","200.00",2022,"September","Evening","Wednesday"
1076,"2023-07-14","11:09:00","Female",22,"Electronics",2,"50.00","100.00",2023,"July","Morning","Friday"
1077,"2022-12-16","18:45:00","Female",47,"Clothing",2,"50.00","100.00",2022,"December","Evening","Friday"
1078,"2023-05-04","22:20:00","Female",47,"Clothing",3,"500.00","1500.00",2023,"May","Night","Thursday"
1079,"2023-08-21","06:45:00","Male",34,"Beauty",1,"300.00","300.00",2023,"August","Morning","Monday"
1080,"2022-12-08","13:31:00","Female",64,"Clothing",2,"30.00","60.00",2022,"December","Afternoon","Thursday"
1081,"2023-06-27","22:23:00","Male",40,"Electronics",1,"50.00","50.00",2023,"June","Night","Tuesday"
1082,"2022-10-22","15:56:00","Female",32,"Beauty",4,"50.00","200.00",2022,"October","Afternoon","Saturday"
1083,"2022-09-30","15:46:00","Male",54,"Electronics",2,"50.00","100.00",2022,"September","Afternoon","Friday"
1084,"2022-10-23","20:37:00","Female",38,"Electronics",3,"30.00","90.00",2022,"October","Evening","Sunday"
1085,"2022-08-12","09:29:00","Male",31,"Clothing",3,"50.00","150.00",2022,"August","Morning","Friday"
1086,"2023-09-14","19:50:00","Male",19,"Beauty",3,"30.00","90.00",2023,"September","Evening","Thursday"
1087,"2022-11-08","23:00:00","Female",28,"Beauty",2,"50.00","100.00",2022,"November","Night","Tuesday"
1088,"2023-09-14","07:00:00","Male",56,"Clothing",1,"500.00","500.00",2023,"September","Morning","Thursday"
1089,"2023-10-21","18:44:00","Female",55,"Electronics",4,"500.00","2000.00",2023,"October","Evening","Saturday"
1090,"2023-02-18","19:54:00","Female",51,"Electronics",1,"30.00","30.00",2023,"February","Evening","Saturday"
1091,"2023-07-15","08:46:00","Female",55,"Electronics",1,"500.00","500.00",2023,"July","Morning","Saturday"
1092,"2022-05-03","20:15:00","Female",51,"Electronics",4,"30.00","120.00",2022,"May","Evening","Tuesday"
1093,"2023-11-06","17:26:00","Female",35,"Beauty",4,"500.00","2000.00",2023,"November","Evening","Monday"
1094,"2023-06-15","20:34:00","Female",47,"Beauty",2,"500.00","1000.00",2023,"June","Evening","Thursday"
1095,"2022-09-05","17:56:00","Female",32,"Clothing",2,"30.00","60.00",2022,"September","Evening","Monday"
1096,"2022-12-01","14:49:00","Female",44,"Clothing",2,"300.00","600.00",2022,"December","Afternoon","Thursday"
1097,"2022-12-26","20:53:00","Female",51,"Beauty",2,"500.00","1000.00",2022,"December","Evening","Monday"
1098,"2023-07-06","22:34:00","Female",55,"Beauty",2,"50.00","100.00",2023,"July","Night","Thursday"
1099,"2022-12-24","12:41:00","Female",50,"Electronics",4,"300.00","1200.00",2022,"December","Afternoon","Saturday"
1100,"2023-01-20","18:15:00","Male",41,"Electronics",1,"30.00","30.00",2023,"January","Evening","Friday"
1101,"2022-05-17","07:47:00","Male",32,"Clothing",2,"300.00","600.00",2022,"May","Morning","Tuesday"
1102,"2023-08-21","18:04:00","Female",47,"Beauty",2,"25.00","50.00",2023,"August","Evening","Monday"
1103,"2022-02-14","07:11:00","Female",59,"Clothing",1,"25.00","25.00",2022,"February","Morning","Monday"
1104,"2022-07-11","20:13:00","Female",34,"Beauty",2,"500.00","1000.00",2022,"July","Evening","Monday"
1105,"2022-11-12","19:09:00","Female",22,"Electronics",1,"500.00","500.00",2022,"November","Evening","Saturday"
1106,"2023-08-12","17:50:00","Female",46,"Clothing",1,"50.00","50.00",2023,"August","Evening","Saturday"
1107,"2022-12-31","11:14:00","Female",21,"Clothing",4,"300.00","1200.00",2022,"December","Morning","Saturday"
1108,"2023-07-08","10:27:00","Female",27,"Beauty",3,"25.00","75.00",2023,"July","Morning","Saturday"
1109,"2023-12-13","22:13:00","Female",34,"Electronics",4,"500.00","2000.00",2023,"December","Night","Wednesday"
1110,"2022-10-26","19:14:00","Male",27,"Clothing",3,"300.00","900.00",2022,"October","Evening","Wednesday"
1111,"2023-04-30","21:34:00","Female",34,"Electronics",3,"500.00","1500.00",2023,"April","Night","Sunday"
1112,"2022-12-22","17:11:00","Male",37,"Clothing",3,"500.00","1500.00",2022,"December","Evening","Thursday"
1113,"2023-12-08","17:41:00","Female",41,"Electronics",2,"25.00","50.00",2023,"December","Evening","Friday"
1114,"2022-08-18","22:19:00","Female",22,"Beauty",4,"25.00","100.00",2022,"August","Night","Thursday"
1115,"2023-09-21","17:41:00","Male",51,"Clothing",3,"500.00","1500.00",2023,"September","Evening","Thursday"
1116,"2022-08-15","22:26:00","Female",23,"Clothing",1,"30.00","30.00",2022,"August","Night","Monday"
1117,"2023-09-11","07:48:00","Male",19,"Electronics",2,"500.00","1000.00",2023,"September","Morning","Monday"
1118,"2023-10-13","17:24:00","Female",30,"Electronics",4,"500.00","2000.00",2023,"October","Evening","Friday"
1119,"2023-11-19","09:36:00","Female",60,"Clothing",3,"50.00","150.00",2023,"November","Morning","Sunday"
1120,"2023-03-02","19:32:00","Male",60,"Beauty",1,"50.00","50.00",2023,"March","Evening","Thursday"
1121,"2022-11-23","21:10:00","Female",28,"Electronics",4,"50.00","200.00",2022,"November","Night","Wednesday"
1122,"2022-09-07","19:53:00","Male",64,"Electronics",4,"30.00","120.00",2022,"September","Evening","Wednesday"
1123,"2023-12-11","21:04:00","Female",40,"Electronics",2,"30.00","60.00",2023,"December","Night","Monday"
1124,"2023-10-06","20:04:00","Male",33,"Clothing",4,"500.00","2000.00",2023,"October","Evening","Friday"
1125,"2023-11-12","17:51:00","Male",48,"Clothing",2,"50.00","100.00",2023,"November","Evening","Sunday"
1126,"2022-09-12","17:12:00","Female",28,"Clothing",3,"30.00","90.00",2022,"September","Evening","Monday"
1127,"2022-03-15","19:26:00","Female",33,"Clothing",2,"25.00","50.00",2022,"March","Evening","Tuesday"
1128,"2022-01-04","17:35:00","Male",25,"Beauty",1,"500.00","500.00",2022,"January","Evening","Tuesday"
1129,"2023-09-08","21:46:00","Female",21,"Beauty",2,"300.00","600.00",2023,"September","Night","Friday"
1130,"2023-02-20","09:03:00","Female",57,"Clothing",1,"500.00","500.00",2023,"February","Morning","Monday"
1131,"2022-12-31","19:16:00","Female",21,"Beauty",2,"300.00","600.00",2022,"December","Evening","Saturday"
1132,"2023-11-07","17:27:00","Male",42,"Electronics",4,"50.00","200.00",2023,"November","Evening","Tuesday"
1133,"2022-03-05","06:42:00","Male",20,"Electronics",3,"300.00","900.00",2022,"March","Morning","Saturday"
1134,"2022-08-05","09:04:00","Male",49,"Electronics",1,"50.00","50.00",2022,"August","Morning","Friday"
1135,"2022-01-14","08:16:00","Male",20,"Clothing",2,"25.00","50.00",2022,"January","Morning","Friday"
1136,"2023-07-02","08:41:00","Male",44,"Electronics",2,"300.00","600.00",2023,"July","Morning","Sunday"
1137,"2022-11-05","22:34:00","Male",46,"Beauty",2,"500.00","1000.00",2022,"November","Night","Saturday"
1138,"2023-10-16","11:59:00","Male",49,"Clothing",4,"50.00","200.00",2023,"October","Morning","Monday"
1139,"2023-12-21","14:23:00","Male",36,"Beauty",4,"500.00","2000.00",2023,"December","Afternoon","Thursday"
1140,"2022-05-22","19:26:00","Male",38,"Electronics",1,"30.00","30.00",2022,"May","Evening","Sunday"
1141,"2023-09-17","19:13:00","Female",22,"Electronics",1,"50.00","50.00",2023,"September","Evening","Sunday"
1142,"2022-11-09","09:49:00","Male",35,"Electronics",4,"300.00","1200.00",2022,"November","Morning","Wednesday"
1143,"2023-05-01","21:10:00","Female",45,"Clothing",1,"50.00","50.00",2023,"May","Night","Monday"
1144,"2022-12-30","21:27:00","Female",59,"Beauty",3,"500.00","1500.00",2022,"December","Night","Friday"
1145,"2023-09-01","19:19:00","Female",39,"Clothing",3,"25.00","75.00",2023,"September","Evening","Friday"
1146,"2023-10-09","21:11:00","Male",38,"Clothing",4,"50.00","200.00",2023,"October","Night","Monday"
1147,"2023-11-25","22:14:00","Male",23,"Electronics",1,"300.00","300.00",2023,"November","Night","Saturday"
1148,"2023-08-11","22:04:00","Male",18,"Clothing",2,"30.00","60.00",2023,"August","Night","Friday"
1149,"2023-09-14","19:23:00","Male",22,"Clothing",3,"25.00","75.00",2023,"September","Evening","Thursday"
1151,"2022-12-12","14:48:00","Male",29,"Clothing",1,"50.00","50.00",2022,"December","Afternoon","Monday"
1152,"2022-12-26","07:48:00","Male",43,"Electronics",4,"500.00","2000.00",2022,"December","Morning","Monday"
1153,"2022-09-24","12:30:00","Male",63,"Electronics",2,"500.00","1000.00",2022,"September","Afternoon","Saturday"
1154,"2023-12-16","21:44:00","Male",51,"Electronics",3,"300.00","900.00",2023,"December","Night","Saturday"
1155,"2023-12-03","18:22:00","Male",31,"Electronics",4,"500.00","2000.00",2023,"December","Evening","Sunday"
1156,"2022-12-26","21:10:00","Female",43,"Clothing",4,"25.00","100.00",2022,"December","Night","Monday"
1157,"2022-12-23","21:24:00","Male",62,"Electronics",4,"500.00","2000.00",2022,"December","Night","Friday"
1158,"2022-02-24","09:29:00","Female",44,"Electronics",2,"300.00","600.00",2022,"February","Morning","Thursday"
1159,"2023-04-02","18:08:00","Male",26,"Clothing",4,"50.00","200.00",2023,"April","Evening","Sunday"
1160,"2023-08-20","19:20:00","Female",43,"Clothing",2,"50.00","100.00",2023,"August","Evening","Sunday"
1161,"2023-06-29","11:06:00","Male",64,"Beauty",2,"500.00","1000.00",2023,"June","Morning","Thursday"
1162,"2022-07-13","17:08:00","Male",39,"Clothing",2,"30.00","60.00",2022,"July","Evening","Wednesday"
1163,"2022-05-04","10:52:00","Female",64,"Clothing",3,"50.00","150.00",2022,"May","Morning","Wednesday"
1164,"2023-04-07","20:53:00","Female",47,"Beauty",3,"500.00","1500.00",2023,"April","Evening","Friday"
1165,"2023-12-01","17:04:00","Female",60,"Clothing",4,"300.00","1200.00",2023,"December","Evening","Friday"
1166,"2023-07-19","07:45:00","Male",34,"Clothing",4,"500.00","2000.00",2023,"July","Morning","Wednesday"
1167,"2023-09-29","21:21:00","Female",43,"Clothing",3,"50.00","150.00",2023,"September","Night","Friday"
1168,"2022-07-10","07:56:00","Male",53,"Clothing",1,"300.00","300.00",2022,"July","Morning","Sunday"
1169,"2022-09-25","17:12:00","Male",18,"Beauty",3,"500.00","1500.00",2022,"September","Evening","Sunday"
1170,"2023-01-06","17:13:00","Female",25,"Clothing",2,"25.00","50.00",2023,"January","Evening","Friday"
1171,"2022-10-05","21:05:00","Female",52,"Clothing",3,"300.00","900.00",2022,"October","Night","Wednesday"
1172,"2022-10-19","21:12:00","Male",32,"Beauty",2,"25.00","50.00",2022,"October","Night","Wednesday"
1173,"2022-12-04","21:03:00","Male",64,"Electronics",4,"30.00","120.00",2022,"December","Night","Sunday"
1174,"2023-05-17","06:55:00","Female",39,"Beauty",1,"300.00","300.00",2023,"May","Morning","Wednesday"
1175,"2023-06-02","06:38:00","Female",31,"Electronics",4,"25.00","100.00",2023,"June","Morning","Friday"
1176,"2023-01-04","20:33:00","Female",43,"Beauty",2,"50.00","100.00",2023,"January","Evening","Wednesday"
1177,"2023-02-20","09:19:00","Male",45,"Beauty",2,"50.00","100.00",2023,"February","Morning","Monday"
1178,"2023-12-29","21:15:00","Male",40,"Clothing",2,"30.00","60.00",2023,"December","Night","Friday"
1179,"2023-12-12","17:28:00","Male",31,"Electronics",1,"300.00","300.00",2023,"December","Evening","Tuesday"
1180,"2022-01-06","08:53:00","Male",41,"Clothing",3,"300.00","900.00",2022,"January","Morning","Thursday"
1181,"2022-11-06","18:28:00","Male",19,"Electronics",4,"300.00","1200.00",2022,"November","Evening","Sunday"
1182,"2023-01-03","21:26:00","Male",62,"Beauty",4,"30.00","120.00",2023,"January","Night","Tuesday"
1183,"2022-12-28","17:10:00","Female",43,"Beauty",3,"300.00","900.00",2022,"December","Evening","Wednesday"
1184,"2022-02-12","08:28:00","Male",31,"Electronics",4,"50.00","200.00",2022,"February","Morning","Saturday"
1185,"2022-10-04","10:28:00","Male",24,"Clothing",1,"25.00","25.00",2022,"October","Morning","Tuesday"
1186,"2023-09-10","18:24:00","Male",20,"Clothing",4,"50.00","200.00",2023,"September","Evening","Sunday"
1187,"2023-07-07","17:05:00","Female",64,"Clothing",2,"50.00","100.00",2023,"July","Evening","Friday"
1188,"2023-06-04","22:43:00","Male",40,"Clothing",3,"25.00","75.00",2023,"June","Night","Sunday"
1189,"2022-12-07","06:08:00","Male",63,"Beauty",1,"50.00","50.00",2022,"December","Morning","Wednesday"
1190,"2023-09-29","21:00:00","Female",60,"Beauty",3,"30.00","90.00",2023,"September","Night","Friday"
1191,"2023-09-25","17:20:00","Male",64,"Beauty",1,"25.00","25.00",2023,"September","Evening","Monday"
1192,"2022-03-29","08:41:00","Male",62,"Beauty",2,"50.00","100.00",2022,"March","Morning","Tuesday"
1193,"2022-05-11","11:31:00","Male",35,"Beauty",3,"500.00","1500.00",2022,"May","Morning","Wednesday"
1194,"2023-10-09","22:06:00","Male",55,"Clothing",4,"50.00","200.00",2023,"October","Night","Monday"
1195,"2022-09-21","07:07:00","Male",52,"Clothing",1,"30.00","30.00",2022,"September","Morning","Wednesday"
1196,"2022-12-31","21:18:00","Female",32,"Clothing",3,"300.00","900.00",2022,"December","Night","Saturday"
1197,"2022-08-13","10:07:00","Female",42,"Clothing",4,"50.00","200.00",2022,"August","Morning","Saturday"
1198,"2022-08-07","10:43:00","Female",54,"Beauty",3,"300.00","900.00",2022,"August","Morning","Sunday"
1199,"2023-12-16","17:46:00","Male",45,"Beauty",3,"500.00","1500.00",2023,"December","Evening","Saturday"
1200,"2023-10-18","19:04:00","Male",27,"Beauty",3,"50.00","150.00",2023,"October","Evening","Wednesday"
1201,"2023-10-31","17:28:00","Male",56,"Electronics",1,"25.00","25.00",2023,"October","Evening","Tuesday"
1202,"2023-11-13","06:56:00","Female",34,"Clothing",4,"300.00","1200.00",2023,"November","Morning","Monday"
1203,"2023-11-26","18:36:00","Male",56,"Clothing",2,"500.00","1000.00",2023,"November","Evening","Sunday"
1204,"2023-12-10","19:24:00","Male",39,"Beauty",1,"25.00","25.00",2023,"December","Evening","Sunday"
1205,"2022-11-25","19:19:00","Female",43,"Clothing",1,"25.00","25.00",2022,"November","Evening","Friday"
1206,"2023-05-14","19:45:00","Male",61,"Clothing",1,"25.00","25.00",2023,"May","Evening","Sunday"
1207,"2023-06-30","21:48:00","Female",42,"Beauty",2,"25.00","50.00",2023,"June","Night","Friday"
1208,"2022-10-15","17:44:00","Female",34,"Electronics",4,"50.00","200.00",2022,"October","Evening","Saturday"
1209,"2022-12-06","12:37:00","Female",30,"Electronics",4,"50.00","200.00",2022,"December","Afternoon","Tuesday"
1210,"2023-03-10","10:02:00","Male",37,"Electronics",4,"50.00","200.00",2023,"March","Morning","Friday"
1211,"2023-11-22","14:59:00","Male",42,"Beauty",3,"500.00","1500.00",2023,"November","Afternoon","Wednesday"
1212,"2022-03-16","18:05:00","Male",21,"Clothing",3,"500.00","1500.00",2022,"March","Evening","Wednesday"
1213,"2023-06-21","17:23:00","Male",27,"Beauty",3,"500.00","1500.00",2023,"June","Evening","Wednesday"
1214,"2023-11-18","14:24:00","Male",20,"Beauty",2,"30.00","60.00",2023,"November","Afternoon","Saturday"
1215,"2022-11-19","20:44:00","Male",58,"Clothing",3,"500.00","1500.00",2022,"November","Evening","Saturday"
1216,"2023-03-01","22:53:00","Male",62,"Electronics",2,"50.00","100.00",2023,"March","Night","Wednesday"
1217,"2023-10-16","19:28:00","Female",35,"Electronics",4,"50.00","200.00",2023,"October","Evening","Monday"
1218,"2023-10-25","22:11:00","Male",64,"Beauty",3,"30.00","90.00",2023,"October","Night","Wednesday"
1219,"2022-11-02","21:47:00","Female",53,"Electronics",3,"30.00","90.00",2022,"November","Night","Wednesday"
1220,"2022-06-29","11:16:00","Male",64,"Beauty",1,"500.00","500.00",2022,"June","Morning","Wednesday"
1221,"2023-09-14","22:57:00","Male",39,"Beauty",2,"300.00","600.00",2023,"September","Night","Thursday"
1222,"2023-09-17","18:15:00","Male",51,"Clothing",4,"30.00","120.00",2023,"September","Evening","Sunday"
1223,"2022-02-20","07:40:00","Female",64,"Clothing",1,"25.00","25.00",2022,"February","Morning","Sunday"
1224,"2022-01-20","17:10:00","Female",25,"Clothing",1,"50.00","50.00",2022,"January","Evening","Thursday"
1226,"2023-11-30","17:52:00","Female",61,"Clothing",1,"50.00","50.00",2023,"November","Evening","Thursday"
1227,"2023-10-01","20:09:00","Male",36,"Electronics",2,"50.00","100.00",2023,"October","Evening","Sunday"
1228,"2023-06-24","21:37:00","Female",59,"Electronics",2,"30.00","60.00",2023,"June","Night","Saturday"
1229,"2023-11-02","21:08:00","Male",58,"Beauty",3,"30.00","90.00",2023,"November","Night","Thursday"
1230,"2023-12-04","21:24:00","Male",54,"Beauty",1,"25.00","25.00",2023,"December","Night","Monday"
1231,"2022-01-29","07:05:00","Female",23,"Clothing",3,"50.00","150.00",2022,"January","Morning","Saturday"
1232,"2022-05-23","08:05:00","Female",43,"Beauty",1,"25.00","25.00",2022,"May","Morning","Monday"
1233,"2023-10-01","16:20:00","Female",51,"Beauty",2,"300.00","600.00",2023,"October","Afternoon","Sunday"
1234,"2023-09-07","17:46:00","Female",62,"Electronics",2,"25.00","50.00",2023,"September","Evening","Thursday"
1235,"2022-04-04","06:44:00","Female",23,"Electronics",2,"500.00","1000.00",2022,"April","Morning","Monday"
1236,"2023-08-09","18:19:00","Female",54,"Clothing",1,"25.00","25.00",2023,"August","Evening","Wednesday"
1237,"2022-02-23","09:20:00","Female",50,"Beauty",2,"500.00","1000.00",2022,"February","Morning","Wednesday"
1238,"2022-09-17","07:38:00","Female",39,"Beauty",1,"500.00","500.00",2022,"September","Morning","Saturday"
1239,"2022-07-08","20:42:00","Male",38,"Electronics",3,"500.00","1500.00",2022,"July","Evening","Friday"
1240,"2022-08-07","07:42:00","Female",23,"Beauty",1,"300.00","300.00",2022,"August","Morning","Sunday"
1241,"2023-09-10","17:28:00","Female",23,"Electronics",3,"25.00","75.00",2023,"September","Evening","Sunday"
1242,"2023-11-27","18:32:00","Male",21,"Clothing",1,"25.00","25.00",2023,"November","Evening","Monday"
1243,"2023-12-08","17:11:00","Female",47,"Electronics",3,"300.00","900.00",2023,"December","Evening","Friday"
1244,"2022-12-11","16:47:00","Male",28,"Beauty",2,"50.00","100.00",2022,"December","Afternoon","Sunday"
1245,"2022-10-25","20:47:00","Male",47,"Clothing",3,"30.00","90.00",2022,"October","Evening","Tuesday"
1246,"2023-04-26","22:54:00","Female",48,"Electronics",2,"25.00","50.00",2023,"April","Night","Wednesday"
1247,"2023-09-02","18:17:00","Male",41,"Electronics",2,"30.00","60.00",2023,"September","Evening","Saturday"
1248,"2022-09-08","08:20:00","Male",26,"Clothing",3,"300.00","900.00",2022,"September","Morning","Thursday"
1249,"2022-12-10","21:44:00","Male",20,"Clothing",1,"50.00","50.00",2022,"December","Night","Saturday"
1250,"2022-11-19","20:39:00","Male",48,"Electronics",1,"50.00","50.00",2022,"November","Evening","Saturday"
1251,"2022-09-11","21:08:00","Female",57,"Beauty",4,"50.00","200.00",2022,"September","Night","Sunday"
1252,"2023-12-30","20:18:00","Male",54,"Electronics",1,"300.00","300.00",2023,"December","Evening","Saturday"
1253,"2023-12-03","19:58:00","Female",53,"Clothing",4,"500.00","2000.00",2023,"December","Evening","Sunday"
1254,"2023-04-12","18:24:00","Male",41,"Electronics",1,"500.00","500.00",2023,"April","Evening","Wednesday"
1255,"2023-01-20","07:08:00","Male",48,"Clothing",1,"30.00","30.00",2023,"January","Morning","Friday"
1256,"2022-11-05","09:58:00","Male",23,"Clothing",2,"500.00","1000.00",2022,"November","Morning","Saturday"
1257,"2022-05-10","11:55:00","Male",19,"Beauty",4,"500.00","2000.00",2022,"May","Morning","Tuesday"
1258,"2022-12-03","20:27:00","Female",37,"Clothing",1,"50.00","50.00",2022,"December","Evening","Saturday"
1259,"2022-11-03","17:31:00","Female",45,"Clothing",4,"50.00","200.00",2022,"November","Evening","Thursday"
1260,"2023-07-19","17:26:00","Male",28,"Beauty",2,"30.00","60.00",2023,"July","Evening","Wednesday"
1261,"2022-09-27","21:19:00","Male",21,"Clothing",2,"25.00","50.00",2022,"September","Night","Tuesday"
1262,"2022-08-13","20:33:00","Female",32,"Beauty",4,"30.00","120.00",2022,"August","Evening","Saturday"
1263,"2022-09-07","20:49:00","Male",23,"Beauty",2,"30.00","60.00",2022,"September","Evening","Wednesday"
1264,"2022-05-27","09:23:00","Male",47,"Clothing",3,"300.00","900.00",2022,"May","Morning","Friday"
1265,"2022-11-05","14:35:00","Male",55,"Clothing",3,"300.00","900.00",2022,"November","Afternoon","Saturday"
1266,"2023-09-03","20:08:00","Female",19,"Electronics",2,"30.00","60.00",2023,"September","Evening","Sunday"
1267,"2022-12-23","21:03:00","Female",32,"Beauty",3,"30.00","90.00",2022,"December","Night","Friday"
1268,"2022-06-09","09:33:00","Female",28,"Electronics",1,"30.00","30.00",2022,"June","Morning","Thursday"
1269,"2022-01-01","08:09:00","Male",25,"Clothing",4,"500.00","2000.00",2022,"January","Morning","Saturday"
1270,"2022-08-25","22:54:00","Male",43,"Electronics",1,"300.00","300.00",2022,"August","Night","Thursday"
1271,"2022-01-19","19:31:00","Female",62,"Beauty",4,"30.00","120.00",2022,"January","Evening","Wednesday"
1272,"2022-04-14","11:59:00","Female",61,"Electronics",2,"50.00","100.00",2022,"April","Morning","Thursday"
1273,"2023-06-20","20:39:00","Female",22,"Beauty",1,"50.00","50.00",2023,"June","Evening","Tuesday"
1274,"2023-10-06","09:01:00","Female",23,"Clothing",2,"500.00","1000.00",2023,"October","Morning","Friday"
1275,"2023-03-02","08:48:00","Male",43,"Clothing",2,"500.00","1000.00",2023,"March","Morning","Thursday"
1276,"2022-10-11","18:54:00","Female",21,"Beauty",4,"25.00","100.00",2022,"October","Evening","Tuesday"
1277,"2023-10-17","21:20:00","Male",36,"Clothing",4,"25.00","100.00",2023,"October","Night","Tuesday"
1278,"2023-07-19","06:19:00","Female",37,"Clothing",4,"25.00","100.00",2023,"July","Morning","Wednesday"
1279,"2022-04-21","22:55:00","Male",50,"Clothing",1,"500.00","500.00",2022,"April","Night","Thursday"
1280,"2023-08-24","09:15:00","Female",37,"Clothing",3,"500.00","1500.00",2023,"August","Morning","Thursday"
1281,"2023-03-14","19:34:00","Female",29,"Beauty",4,"500.00","2000.00",2023,"March","Evening","Tuesday"
1282,"2023-02-20","20:05:00","Female",64,"Electronics",4,"50.00","200.00",2023,"February","Evening","Monday"
1283,"2023-10-14","20:15:00","Female",18,"Electronics",1,"500.00","500.00",2023,"October","Evening","Saturday"
1284,"2022-12-16","11:43:00","Male",43,"Clothing",4,"50.00","200.00",2022,"December","Morning","Friday"
1285,"2023-06-01","21:55:00","Female",31,"Electronics",1,"25.00","25.00",2023,"June","Night","Thursday"
1286,"2022-12-26","17:23:00","Male",55,"Electronics",2,"25.00","50.00",2022,"December","Evening","Monday"
1287,"2022-09-13","08:03:00","Male",54,"Clothing",4,"25.00","100.00",2022,"September","Morning","Tuesday"
1288,"2022-04-05","11:56:00","Male",28,"Clothing",4,"30.00","120.00",2022,"April","Morning","Tuesday"
1289,"2023-10-10","19:35:00","Male",53,"Electronics",2,"30.00","60.00",2023,"October","Evening","Tuesday"
1290,"2022-12-30","22:40:00","Female",30,"Beauty",2,"300.00","600.00",2022,"December","Night","Friday"
1291,"2022-04-04","11:19:00","Male",60,"Clothing",2,"300.00","600.00",2022,"April","Morning","Monday"
1292,"2022-05-15","08:20:00","Male",20,"Beauty",4,"300.00","1200.00",2022,"May","Morning","Sunday"
1293,"2023-07-01","18:52:00","Male",50,"Electronics",3,"30.00","90.00",2023,"July","Evening","Saturday"
1294,"2023-01-24","11:24:00","Female",23,"Clothing",3,"30.00","90.00",2023,"January","Morning","Tuesday"
1295,"2023-11-04","19:28:00","Female",27,"Beauty",3,"300.00","900.00",2023,"November","Evening","Saturday"
1296,"2022-11-26","20:42:00","Female",22,"Clothing",4,"300.00","1200.00",2022,"November","Evening","Saturday"
1297,"2023-10-20","22:32:00","Female",40,"Electronics",2,"500.00","1000.00",2023,"October","Night","Friday"
1298,"2023-05-02","19:51:00","Male",27,"Beauty",4,"300.00","1200.00",2023,"May","Evening","Tuesday"
